id,cine_id,numero,capacidad,tipo_sala
17492,1954,5,80,2D
17493,1954,6,140,3D
17494,1955,1,180,3D
17495,1955,2,120,2D
17496,1955,3,120,IMAX
17497,1955,4,140,2D
17498,1955,5,120,XD
17499,1955,6,120,2D
17500,1955,7,120,2D
17501,1955,8,160,2D
17502,1955,9,100,XD
17503,1955,10,160,XD
17504,1955,11,160,2D
17505,1955,12,160,IMAX
17506,1956,1,100,2D
17507,1956,2,80,2D
17508,1956,3,80,2D
17509,1956,4,80,IMAX
17510,1956,5,80,2D
17511,1956,6,160,IMAX
17512,1956,7,140,2D
17513,1956,8,120,2D
17514,1956,9,180,3D
17515,1956,10,100,XD
17516,1956,11,180,2D
17517,1956,12,100,2D
17518,1957,1,180,3D
17519,1957,2,180,2D
17520,1957,3,80,XD
17521,1957,4,80,2D
17522,1957,5,180,IMAX
17523,1957,6,120,2D
17524,1957,7,100,3D
17525,1958,1,160,2D
17526,1958,2,140,2D
17527,1958,3,140,2D
17528,1958,4,140,2D
17529,1958,5,120,2D
17530,1958,6,120,2D
17531,1958,7,100,2D
17532,1959,1,80,2D
17533,1959,2,120,2D
17534,1959,3,120,2D
17535,1959,4,80,IMAX
17536,1959,5,180,IMAX
17537,1959,6,100,XD
17538,1959,7,100,2D
17539,1959,8,80,2D
17540,1960,1,120,IMAX
17541,1960,2,100,2D
17542,1960,3,160,XD
17543,1960,4,100,2D
17544,1960,5,140,2D
17545,1960,6,140,2D
17546,1960,7,120,2D
17547,1960,8,180,XD
17548,1960,9,180,2D
17549,1960,10,140,3D
17550,1960,11,120,2D
17551,1961,1,100,3D
17552,1961,2,80,IMAX
17553,1961,3,160,IMAX
17554,1961,4,160,2D
17555,1961,5,180,2D
17556,1961,6,100,IMAX
17557,1961,7,80,2D
17558,1962,1,140,2D
17559,1962,2,100,2D
17560,1962,3,180,3D
17561,1962,4,140,3D
17562,1962,5,140,2D
17563,1962,6,180,3D
17564,1963,1,80,XD
17565,1963,2,100,3D
17566,1963,3,180,2D
17567,1963,4,160,2D
17568,1963,5,120,2D
17569,1963,6,180,3D
17570,1964,1,100,2D
17571,1964,2,160,2D
17572,1964,3,160,2D
17573,1964,4,120,XD
17574,1964,5,140,3D
17575,1964,6,80,2D
17576,1964,7,160,3D
17577,1964,8,120,IMAX
17578,1965,1,180,2D
17579,1965,2,180,3D
17580,1965,3,180,2D
17581,1965,4,120,2D
17582,1965,5,180,XD
17583,1965,6,80,3D
17584,1965,7,140,2D
17585,1965,8,120,2D
17586,1965,9,160,2D
17587,1965,10,80,2D
17588,1965,11,180,2D
17589,1966,1,140,2D
17590,1966,2,140,2D
17591,1966,3,100,2D
17592,1966,4,180,IMAX
17593,1966,5,140,2D
17594,1966,6,140,2D
17595,1966,7,140,2D
17596,1966,8,160,2D
17597,1966,9,140,2D
17598,1966,10,80,2D
17599,1966,11,120,3D
17600,1967,1,160,2D
17601,1967,2,140,2D
17602,1967,3,160,XD
17603,1967,4,160,2D
17604,1967,5,160,2D
17605,1967,6,180,2D
17606,1967,7,180,2D
17607,1967,8,140,3D
17608,1967,9,160,2D
17609,1967,10,100,2D
17610,1968,1,100,2D
17611,1968,2,140,XD
17612,1968,3,80,2D
17613,1968,4,80,XD
17614,1968,5,180,2D
17615,1968,6,100,2D
17616,1968,7,120,IMAX
17617,1969,1,160,2D
17618,1969,2,120,IMAX
17619,1969,3,80,3D
17620,1969,4,100,IMAX
17621,1969,5,160,2D
17622,1969,6,180,XD
17623,1970,1,160,2D
17624,1970,2,180,2D
17625,1970,3,120,2D
17626,1970,4,100,2D
17627,1970,5,100,2D
17628,1970,6,140,2D
17629,1970,7,100,2D
17630,1970,8,100,XD
17631,1970,9,180,2D
17632,1970,10,140,2D
17633,1970,11,160,IMAX
17634,1970,12,160,XD
17635,1971,1,100,2D
17636,1971,2,180,IMAX
17637,1971,3,180,2D
17638,1971,4,140,3D
17639,1971,5,140,3D
17640,1971,6,140,XD
17641,1972,1,80,2D
17642,1972,2,100,2D
17643,1972,3,100,2D
17644,1972,4,140,2D
17645,1972,5,140,3D
17646,1972,6,180,2D
17647,1972,7,160,2D
17648,1972,8,80,2D
17649,1973,1,140,2D
17650,1973,2,100,2D
17651,1973,3,180,XD
17652,1973,4,80,IMAX
17653,1973,5,100,2D
17654,1973,6,120,3D
17655,1973,7,180,IMAX
17656,1973,8,160,2D
17657,1973,9,100,3D
17658,1974,1,180,2D
17659,1974,2,120,2D
17660,1974,3,80,2D
17661,1974,4,180,2D
17662,1974,5,80,IMAX
17663,1974,6,100,2D
17664,1975,1,120,2D
17665,1975,2,100,3D
17666,1975,3,80,2D
17667,1975,4,120,2D
17668,1975,5,180,2D
17669,1975,6,140,XD
17670,1975,7,100,XD
17671,1976,1,180,XD
17672,1976,2,160,IMAX
17673,1976,3,140,2D
17674,1976,4,180,2D
17675,1976,5,120,2D
17676,1976,6,80,2D
17677,1976,7,100,IMAX
17678,1976,8,120,2D
17679,1976,9,80,XD
17680,1976,10,100,3D
17681,1976,11,100,3D
17682,1977,1,120,3D
17683,1977,2,180,2D
17684,1977,3,120,2D
17685,1977,4,160,2D
17686,1977,5,180,IMAX
17687,1977,6,100,2D
17688,1977,7,180,2D
17689,1977,8,80,XD
17690,1977,9,80,2D
17691,1977,10,100,2D
17692,1978,1,140,2D
17693,1978,2,180,3D
17694,1978,3,140,2D
17695,1978,4,140,2D
17696,1978,5,120,3D
17697,1978,6,120,IMAX
17698,1979,1,160,3D
17699,1979,2,120,3D
17700,1979,3,80,XD
17701,1979,4,120,2D
17702,1979,5,100,2D
17703,1979,6,100,XD
17704,1979,7,160,IMAX
17705,1979,8,80,2D
17706,1979,9,120,2D
17707,1979,10,160,IMAX
17708,1979,11,120,2D
17709,1979,12,80,2D
17710,1980,1,80,2D
17711,1980,2,120,2D
17712,1980,3,80,2D
17713,1980,4,80,3D
17714,1980,5,160,IMAX
17715,1980,6,160,2D
17716,1980,7,160,XD
17717,1980,8,180,XD
17718,1980,9,120,XD
17719,1980,10,120,2D
17720,1980,11,80,IMAX
17721,1981,1,120,2D
17722,1981,2,80,2D
17723,1981,3,180,3D
17724,1981,4,80,2D
17725,1981,5,140,IMAX
17726,1981,6,120,2D
17727,1982,1,80,2D
17728,1982,2,120,XD
17729,1982,3,100,2D
17730,1982,4,80,2D
17731,1982,5,120,2D
17732,1982,6,100,2D
17733,1983,1,140,IMAX
17734,1983,2,160,XD
17735,1983,3,100,2D
17736,1983,4,120,2D
17737,1983,5,120,2D
17738,1983,6,180,IMAX
17739,1983,7,100,IMAX
17740,1983,8,80,2D
17741,1983,9,80,2D
17742,1984,1,80,2D
17743,1984,2,120,2D
17744,1984,3,160,2D
17745,1984,4,140,3D
17746,1984,5,80,IMAX
17747,1984,6,180,2D
17748,1984,7,120,2D
17749,1985,1,180,XD
17750,1985,2,120,2D
17751,1985,3,120,XD
17752,1985,4,160,2D
17753,1985,5,100,2D
17754,1985,6,100,2D
17755,1985,7,160,2D
17756,1986,1,80,3D
17757,1986,2,80,2D
17758,1986,3,160,2D
17759,1986,4,80,2D
17760,1986,5,80,XD
17761,1986,6,80,2D
17762,1986,7,140,2D
17763,1987,1,160,2D
17764,1987,2,100,2D
17765,1987,3,80,2D
17766,1987,4,100,XD
17767,1987,5,80,3D
17768,1987,6,80,2D
17769,1987,7,100,2D
17770,1987,8,140,2D
17771,1987,9,180,2D
17772,1988,1,100,2D
17773,1988,2,180,2D
17774,1988,3,120,2D
17775,1988,4,160,2D
17776,1988,5,140,2D
17777,1988,6,180,2D
17778,1988,7,160,2D
17779,1988,8,120,2D
17780,1989,1,140,2D
17781,1989,2,160,2D
17782,1989,3,180,2D
17783,1989,4,140,2D
17784,1989,5,160,2D
17785,1989,6,120,IMAX
17786,1989,7,120,2D
17787,1989,8,100,IMAX
17788,1989,9,80,2D
17789,1990,1,180,XD
17790,1990,2,100,IMAX
17791,1990,3,80,2D
17792,1990,4,160,2D
17793,1990,5,160,3D
17794,1990,6,120,2D
17795,1990,7,120,XD
17796,1990,8,100,2D
17797,1991,1,160,2D
17798,1991,2,80,2D
17799,1991,3,100,IMAX
17800,1991,4,100,3D
17801,1991,5,160,2D
17802,1991,6,80,3D
17803,1991,7,160,2D
17804,1991,8,80,2D
17805,1992,1,140,2D
17806,1992,2,140,2D
17807,1992,3,100,2D
17808,1992,4,180,2D
17809,1992,5,120,IMAX
17810,1992,6,80,2D
17811,1992,7,180,XD
17812,1993,1,180,IMAX
17813,1993,2,160,XD
17814,1993,3,80,XD
17815,1993,4,100,2D
17816,1993,5,180,2D
17817,1993,6,140,2D
17818,1994,1,80,IMAX
17819,1994,2,140,2D
17820,1994,3,120,IMAX
17821,1994,4,80,2D
17822,1994,5,100,IMAX
17823,1994,6,100,2D
17824,1995,1,100,2D
17825,1995,2,140,2D
17826,1995,3,120,2D
17827,1995,4,120,2D
17828,1995,5,120,2D
17829,1995,6,100,2D
17830,1995,7,80,2D
17831,1995,8,140,2D
17832,1995,9,160,3D
17833,1995,10,120,IMAX
17834,1996,1,100,IMAX
17835,1996,2,180,XD
17836,1996,3,180,2D
17837,1996,4,160,IMAX
17838,1996,5,140,XD
17839,1996,6,160,2D
17840,1997,1,100,2D
17841,1997,2,80,2D
17842,1997,3,100,2D
17843,1997,4,100,3D
17844,1997,5,140,XD
17845,1997,6,100,2D
17846,1998,1,160,2D
17847,1998,2,80,2D
17848,1998,3,160,2D
17849,1998,4,140,IMAX
17850,1998,5,180,3D
17851,1998,6,80,2D
17852,1999,1,100,2D
17853,1999,2,140,2D
17854,1999,3,80,XD
17855,1999,4,120,IMAX
17856,1999,5,120,2D
17857,1999,6,140,XD
17858,1999,7,140,2D
17859,2000,1,120,2D
17860,2000,2,100,2D
17861,2000,3,160,IMAX
17862,2000,4,180,2D
17863,2000,5,180,2D
17864,2000,6,80,2D
17865,2001,1,80,IMAX
17866,2001,2,100,XD
17867,2001,3,140,2D
17868,2001,4,180,2D
17869,2001,5,180,2D
17870,2001,6,100,IMAX
17871,2001,7,120,2D
17872,2001,8,140,2D
17873,2002,1,180,IMAX
17874,2002,2,140,3D
17875,2002,3,160,IMAX
17876,2002,4,80,2D
17877,2002,5,80,3D
17878,2002,6,100,2D
17879,2002,7,80,2D
17880,2002,8,120,2D
17881,2002,9,140,IMAX
17882,2002,10,180,3D
17883,2002,11,180,2D
17884,2003,1,180,2D
17885,2003,2,140,IMAX
17886,2003,3,100,2D
17887,2003,4,180,2D
17888,2003,5,80,XD
17889,2003,6,160,2D
17890,2003,7,140,2D
17891,2004,1,120,2D
17892,2004,2,100,2D
17893,2004,3,100,2D
17894,2004,4,80,3D
17895,2004,5,100,XD
17896,2004,6,180,2D
17897,2004,7,160,3D
17898,2004,8,180,2D
17899,2004,9,80,IMAX
17900,2004,10,180,3D
17901,2004,11,100,2D
17902,2005,1,120,3D
17903,2005,2,180,2D
17904,2005,3,140,2D
17905,2005,4,180,2D
17906,2005,5,80,3D
17907,2005,6,100,3D
17908,2005,7,180,2D
17909,2005,8,120,2D
17910,2006,1,80,2D
17911,2006,2,120,IMAX
17912,2006,3,160,2D
17913,2006,4,80,XD
17914,2006,5,120,2D
17915,2006,6,100,2D
17916,2006,7,100,3D
17917,2006,8,100,2D
17918,2006,9,80,3D
17919,2006,10,100,2D
17920,2007,1,160,2D
17921,2007,2,140,3D
17922,2007,3,120,2D
17923,2007,4,160,IMAX
17924,2007,5,160,2D
17925,2007,6,160,2D
17926,2007,7,140,2D
17927,2007,8,140,2D
17928,2007,9,120,2D
17929,2007,10,100,3D
17930,2008,1,120,2D
17931,2008,2,120,IMAX
17932,2008,3,80,2D
17933,2008,4,80,2D
17934,2008,5,160,2D
17935,2008,6,180,3D
17936,2008,7,120,2D
17937,2008,8,180,2D
17938,2008,9,140,2D
17939,2008,10,140,2D
17940,2008,11,80,2D
17941,2008,12,120,2D
17942,2009,1,100,IMAX
17943,2009,2,80,IMAX
17944,2009,3,160,2D
17945,2009,4,160,2D
17946,2009,5,80,XD
17947,2009,6,120,2D
17948,2009,7,180,2D
17949,2009,8,140,IMAX
17950,2009,9,100,2D
17951,2009,10,140,3D
17952,2009,11,100,2D
17953,2009,12,120,2D
17954,2010,1,120,2D
17955,2010,2,140,XD
17956,2010,3,120,3D
17957,2010,4,180,XD
17958,2010,5,180,2D
17959,2010,6,180,2D
17960,2010,7,140,2D
17961,2010,8,160,IMAX
17962,2010,9,140,2D
17963,2010,10,180,2D
17964,2011,1,180,2D
17965,2011,2,80,2D
17966,2011,3,180,2D
17967,2011,4,160,2D
17968,2011,5,180,XD
17969,2011,6,140,2D
17970,2012,1,160,XD
17971,2012,2,80,IMAX
17972,2012,3,140,2D
17973,2012,4,160,3D
17974,2012,5,160,IMAX
17975,2012,6,120,2D
17976,2012,7,100,2D
17977,2012,8,120,2D
17978,2012,9,140,2D
17979,2012,10,120,2D
17980,2013,1,100,2D
17981,2013,2,120,2D
17982,2013,3,160,2D
17983,2013,4,80,2D
17984,2013,5,100,IMAX
17985,2013,6,80,2D
17986,2013,7,100,2D
17987,2014,1,80,2D
17988,2014,2,80,3D
17989,2014,3,80,2D
17990,2014,4,100,IMAX
17991,2014,5,80,XD
17992,2014,6,140,2D
17993,2014,7,120,2D
17994,2014,8,120,2D
17995,2014,9,140,2D
17996,2014,10,80,2D
17997,2014,11,180,3D
17998,2014,12,180,3D
17999,2015,1,140,2D
18000,2015,2,160,2D
18001,2015,3,140,2D
18002,2015,4,140,XD
18003,2015,5,180,XD
18004,2015,6,180,IMAX
18005,2015,7,140,IMAX
18006,2015,8,100,2D
18007,2015,9,80,2D
18008,2015,10,120,2D
18009,2015,11,80,2D
18010,2015,12,140,2D
18011,2016,1,160,IMAX
18012,2016,2,180,3D
18013,2016,3,100,2D
18014,2016,4,140,3D
18015,2016,5,120,2D
18016,2016,6,100,2D
18017,2016,7,180,2D
18018,2016,8,180,2D
18019,2017,1,160,2D
18020,2017,2,180,2D
18021,2017,3,80,IMAX
18022,2017,4,180,XD
18023,2017,5,160,2D
18024,2017,6,140,IMAX
18025,2017,7,140,2D
18026,2017,8,80,3D
18027,2017,9,100,2D
18028,2017,10,160,2D
18029,2018,1,180,IMAX
18030,2018,2,120,2D
18031,2018,3,160,XD
18032,2018,4,140,2D
18033,2018,5,180,2D
18034,2018,6,100,XD
18035,2018,7,120,2D
18036,2018,8,180,2D
18037,2019,1,180,2D
18038,2019,2,80,2D
18039,2019,3,140,2D
18040,2019,4,140,XD
18041,2019,5,160,2D
18042,2019,6,100,2D
18043,2019,7,120,2D
18044,2019,8,140,IMAX
18045,2019,9,140,IMAX
18046,2019,10,140,2D
18047,2019,11,140,2D
18048,2020,1,160,2D
18049,2020,2,180,2D
18050,2020,3,160,2D
18051,2020,4,80,2D
18052,2020,5,160,2D
18053,2020,6,160,IMAX
18054,2020,7,80,XD
18055,2020,8,160,2D
18056,2020,9,140,2D
18057,2020,10,140,XD
18058,2020,11,160,IMAX
18059,2020,12,120,2D
18060,2021,1,160,2D
18061,2021,2,140,2D
18062,2021,3,160,2D
18063,2021,4,100,2D
18064,2021,5,80,2D
18065,2021,6,100,2D
18066,2021,7,140,XD
18067,2021,8,100,2D
18068,2021,9,180,IMAX
18069,2021,10,100,3D
18070,2021,11,80,3D
18071,2021,12,160,2D
18072,2022,1,120,IMAX
18073,2022,2,100,2D
18074,2022,3,140,2D
18075,2022,4,100,2D
18076,2022,5,120,2D
18077,2022,6,120,XD
18078,2022,7,180,2D
18079,2022,8,180,XD
18080,2022,9,160,2D
18081,2023,1,100,2D
18082,2023,2,80,XD
18083,2023,3,160,2D
18084,2023,4,100,2D
18085,2023,5,180,3D
18086,2023,6,160,2D
18087,2023,7,80,IMAX
18088,2023,8,80,2D
18089,2023,9,100,2D
18090,2023,10,120,2D
18091,2023,11,180,2D
18092,2023,12,140,2D
18093,2024,1,100,2D
18094,2024,2,160,2D
18095,2024,3,160,2D
18096,2024,4,160,2D
18097,2024,5,120,3D
18098,2024,6,160,2D
18099,2024,7,120,3D
18100,2024,8,100,2D
18101,2024,9,160,2D
18102,2024,10,80,3D
18103,2025,1,120,XD
18104,2025,2,140,IMAX
18105,2025,3,80,2D
18106,2025,4,180,3D
18107,2025,5,100,2D
18108,2025,6,80,2D
18109,2025,7,180,2D
18110,2026,1,160,2D
18111,2026,2,140,3D
18112,2026,3,160,2D
18113,2026,4,160,XD
18114,2026,5,160,2D
18115,2026,6,160,2D
18116,2026,7,120,2D
18117,2026,8,160,IMAX
18118,2027,1,160,3D
18119,2027,2,120,XD
18120,2027,3,180,2D
18121,2027,4,160,2D
18122,2027,5,120,2D
18123,2027,6,120,IMAX
18124,2027,7,80,IMAX
18125,2028,1,120,2D
18126,2028,2,120,2D
18127,2028,3,160,2D
18128,2028,4,180,XD
18129,2028,5,160,3D
18130,2028,6,180,2D
18131,2028,7,160,3D
18132,2028,8,140,2D
18133,2028,9,100,IMAX
18134,2028,10,140,2D
18135,2028,11,120,3D
18136,2028,12,80,2D
18137,2029,1,100,2D
18138,2029,2,140,2D
18139,2029,3,80,2D
18140,2029,4,100,IMAX
18141,2029,5,80,2D
18142,2029,6,140,2D
18143,2030,1,180,2D
18144,2030,2,100,2D
18145,2030,3,140,XD
18146,2030,4,120,XD
18147,2030,5,100,2D
18148,2030,6,80,3D
18149,2030,7,100,2D
18150,2030,8,160,2D
18151,2031,1,160,2D
18152,2031,2,140,3D
18153,2031,3,100,3D
18154,2031,4,180,2D
18155,2031,5,180,2D
18156,2031,6,180,2D
18157,2031,7,140,IMAX
18158,2031,8,140,2D
18159,2031,9,100,2D
18160,2031,10,100,XD
18161,2031,11,80,2D
18162,2032,1,180,IMAX
18163,2032,2,140,2D
18164,2032,3,100,2D
18165,2032,4,140,IMAX
18166,2032,5,120,2D
18167,2032,6,100,XD
18168,2033,1,160,IMAX
18169,2033,2,80,XD
18170,2033,3,100,2D
18171,2033,4,120,XD
18172,2033,5,100,3D
18173,2033,6,100,2D
18174,2034,1,140,2D
18175,2034,2,80,IMAX
18176,2034,3,140,2D
18177,2034,4,160,2D
18178,2034,5,100,2D
18179,2034,6,120,3D
18180,2035,1,100,XD
18181,2035,2,160,IMAX
18182,2035,3,180,2D
18183,2035,4,120,2D
18184,2035,5,120,2D
18185,2035,6,160,2D
18186,2035,7,140,2D
18187,2035,8,100,XD
18188,2036,1,120,XD
18189,2036,2,160,2D
18190,2036,3,140,IMAX
18191,2036,4,120,2D
18192,2036,5,180,XD
18193,2036,6,120,3D
18194,2036,7,180,2D
18195,2036,8,160,2D
18196,2036,9,100,2D
18197,2037,1,160,2D
18198,2037,2,140,IMAX
18199,2037,3,120,IMAX
18200,2037,4,100,2D
18201,2037,5,80,IMAX
18202,2037,6,180,2D
18203,2037,7,140,2D
18204,2037,8,100,2D
18205,2037,9,140,2D
18206,2037,10,140,2D
18207,2037,11,140,2D
18208,2037,12,140,3D
18209,2038,1,80,2D
18210,2038,2,140,2D
18211,2038,3,140,IMAX
18212,2038,4,160,IMAX
18213,2038,5,180,2D
18214,2038,6,100,3D
18215,2038,7,180,2D
18216,2038,8,100,2D
18217,2038,9,120,2D
18218,2038,10,80,IMAX
18219,2039,1,120,XD
18220,2039,2,140,2D
18221,2039,3,180,3D
18222,2039,4,180,3D
18223,2039,5,80,2D
18224,2039,6,140,2D
18225,2039,7,140,IMAX
18226,2039,8,120,2D
18227,2039,9,160,2D
18228,2039,10,100,2D
18229,2039,11,180,XD
18230,2039,12,160,IMAX
18231,2040,1,160,XD
18232,2040,2,140,2D
18233,2040,3,140,XD
18234,2040,4,100,IMAX
18235,2040,5,80,2D
18236,2040,6,140,3D
18237,2040,7,160,2D
18238,2040,8,140,2D
18239,2040,9,140,2D
18240,2040,10,160,2D
18241,2040,11,80,2D
18242,2041,1,160,2D
18243,2041,2,180,3D
18244,2041,3,100,2D
18245,2041,4,160,IMAX
18246,2041,5,180,2D
18247,2041,6,180,2D
18248,2041,7,180,2D
18249,2041,8,120,2D
18250,2041,9,120,2D
18251,2042,1,100,IMAX
18252,2042,2,120,2D
18253,2042,3,80,IMAX
18254,2042,4,80,3D
18255,2042,5,140,3D
18256,2042,6,100,2D
18257,2042,7,160,2D
18258,2043,1,160,2D
18259,2043,2,100,IMAX
18260,2043,3,80,IMAX
18261,2043,4,100,2D
18262,2043,5,120,IMAX
18263,2043,6,160,XD
18264,2044,1,80,XD
18265,2044,2,160,2D
18266,2044,3,160,2D
18267,2044,4,180,3D
18268,2044,5,140,IMAX
18269,2044,6,140,2D
18270,2044,7,100,3D
18271,2044,8,180,2D
18272,2044,9,160,2D
18273,2044,10,140,XD
18274,2044,11,180,2D
18275,2044,12,100,2D
18276,2045,1,160,IMAX
18277,2045,2,160,2D
18278,2045,3,120,2D
18279,2045,4,100,2D
18280,2045,5,80,2D
18281,2045,6,100,3D
18282,2045,7,180,3D
18283,2045,8,80,3D
18284,2045,9,80,IMAX
18285,2045,10,100,IMAX
18286,2046,1,160,2D
18287,2046,2,120,2D
18288,2046,3,180,XD
18289,2046,4,100,2D
18290,2046,5,80,2D
18291,2046,6,140,2D
18292,2046,7,100,2D
18293,2046,8,120,3D
18294,2046,9,180,IMAX
18295,2047,1,180,XD
18296,2047,2,160,3D
18297,2047,3,80,2D
18298,2047,4,140,2D
18299,2047,5,140,2D
18300,2047,6,120,2D
18301,2048,1,120,3D
18302,2048,2,160,IMAX
18303,2048,3,120,3D
18304,2048,4,120,XD
18305,2048,5,180,3D
18306,2048,6,180,IMAX
18307,2048,7,120,2D
18308,2048,8,120,3D
18309,2048,9,140,2D
18310,2048,10,120,2D
18311,2048,11,100,2D
18312,2049,1,160,2D
18313,2049,2,160,3D
18314,2049,3,140,2D
18315,2049,4,160,XD
18316,2049,5,120,2D
18317,2049,6,180,2D
18318,2049,7,160,3D
18319,2049,8,100,2D
18320,2049,9,120,IMAX
18321,2049,10,180,2D
18322,2050,1,180,2D
18323,2050,2,80,2D
18324,2050,3,180,3D
18325,2050,4,80,2D
18326,2050,5,140,2D
18327,2050,6,120,IMAX
18328,2050,7,140,2D
18329,2050,8,120,2D
18330,2050,9,80,3D
18331,2051,1,80,2D
18332,2051,2,160,IMAX
18333,2051,3,180,2D
18334,2051,4,140,2D
18335,2051,5,100,2D
18336,2051,6,120,2D
18337,2052,1,180,2D
18338,2052,2,80,XD
18339,2052,3,140,2D
18340,2052,4,80,2D
18341,2052,5,160,3D
18342,2052,6,100,2D
18343,2052,7,160,2D
18344,2053,1,140,XD
18345,2053,2,120,2D
18346,2053,3,100,2D
18347,2053,4,80,2D
18348,2053,5,160,2D
18349,2053,6,120,2D
18350,2053,7,120,3D
18351,2054,1,160,2D
18352,2054,2,120,2D
18353,2054,3,80,3D
18354,2054,4,140,IMAX
18355,2054,5,180,2D
18356,2054,6,120,XD
18357,2054,7,80,IMAX
18358,2055,1,180,2D
18359,2055,2,80,2D
18360,2055,3,80,2D
18361,2055,4,180,2D
18362,2055,5,180,2D
18363,2055,6,140,IMAX
18364,2055,7,120,XD
18365,2055,8,80,2D
18366,2055,9,120,XD
18367,2055,10,140,2D
18368,2055,11,120,3D
18369,2056,1,180,XD
18370,2056,2,160,3D
18371,2056,3,160,2D
18372,2056,4,140,2D
18373,2056,5,80,2D
18374,2056,6,180,IMAX
18375,2056,7,120,XD
18376,2056,8,120,2D
18377,2056,9,100,2D
18378,2056,10,180,2D
18379,2056,11,80,IMAX
18380,2057,1,140,2D
18381,2057,2,180,2D
18382,2057,3,120,2D
18383,2057,4,120,2D
18384,2057,5,100,2D
18385,2057,6,180,XD
18386,2057,7,80,IMAX
18387,2057,8,80,2D
18388,2057,9,160,2D
18389,2057,10,100,2D
18390,2057,11,180,XD
18391,2057,12,160,2D
18392,2058,1,120,2D
18393,2058,2,160,2D
18394,2058,3,160,2D
18395,2058,4,180,2D
18396,2058,5,160,IMAX
18397,2058,6,180,IMAX
18398,2058,7,80,2D
18399,2058,8,80,2D
18400,2058,9,140,2D
18401,2059,1,120,XD
18402,2059,2,180,XD
18403,2059,3,120,IMAX
18404,2059,4,120,2D
18405,2059,5,160,2D
18406,2059,6,120,3D
18407,2059,7,100,3D
18408,2059,8,100,XD
18409,2059,9,100,XD
18410,2059,10,180,IMAX
18411,2059,11,160,3D
18412,2059,12,180,2D
18413,2060,1,80,2D
18414,2060,2,160,2D
18415,2060,3,80,IMAX
18416,2060,4,80,IMAX
18417,2060,5,140,IMAX
18418,2060,6,120,2D
18419,2060,7,80,XD
18420,2060,8,180,XD
18421,2060,9,180,XD
18422,2060,10,80,XD
18423,2060,11,140,2D
18424,2061,1,80,3D
18425,2061,2,100,XD
18426,2061,3,80,3D
18427,2061,4,180,2D
18428,2061,5,160,XD
18429,2061,6,80,2D
18430,2061,7,180,2D
18431,2061,8,80,2D
18432,2061,9,180,2D
18433,2061,10,80,3D
18434,2061,11,120,3D
18435,2061,12,100,XD
18436,2062,1,180,2D
18437,2062,2,180,2D
18438,2062,3,80,XD
18439,2062,4,120,2D
18440,2062,5,140,XD
18441,2062,6,160,2D
18442,2062,7,160,2D
18443,2062,8,140,3D
18444,2062,9,100,3D
18445,2062,10,120,2D
18446,2062,11,80,2D
18447,2063,1,100,2D
18448,2063,2,100,3D
18449,2063,3,120,2D
18450,2063,4,100,3D
18451,2063,5,180,2D
18452,2063,6,140,2D
18453,2063,7,80,2D
18454,2063,8,100,2D
18455,2063,9,120,3D
18456,2064,1,180,2D
18457,2064,2,140,2D
18458,2064,3,140,XD
18459,2064,4,100,3D
18460,2064,5,100,3D
18461,2064,6,80,3D
18462,2065,1,100,2D
18463,2065,2,160,2D
18464,2065,3,100,2D
18465,2065,4,120,3D
18466,2065,5,120,2D
18467,2065,6,160,2D
18468,2065,7,120,2D
18469,2065,8,120,2D
18470,2065,9,100,2D
18471,2065,10,80,XD
18472,2066,1,180,IMAX
18473,2066,2,80,2D
18474,2066,3,100,XD
18475,2066,4,120,3D
18476,2066,5,180,2D
18477,2066,6,160,XD
18478,2066,7,180,2D
18479,2066,8,80,XD
18480,2066,9,100,2D
18481,2066,10,160,2D
18482,2066,11,80,IMAX
18483,2066,12,80,2D
18484,2067,1,160,XD
18485,2067,2,180,3D
18486,2067,3,160,2D
18487,2067,4,160,2D
18488,2067,5,120,2D
18489,2067,6,80,3D
18490,2068,1,180,2D
18491,2068,2,100,2D
18492,2068,3,160,2D
18493,2068,4,80,2D
18494,2068,5,80,2D
18495,2068,6,140,2D
18496,2068,7,80,XD
18497,2069,1,140,2D
18498,2069,2,140,2D
18499,2069,3,180,2D
18500,2069,4,100,2D
18501,2069,5,100,2D
18502,2069,6,120,3D
18503,2069,7,140,IMAX
18504,2069,8,180,2D
18505,2070,1,100,2D
18506,2070,2,180,2D
18507,2070,3,140,2D
18508,2070,4,160,XD
18509,2070,5,180,2D
18510,2070,6,120,2D
18511,2070,7,160,2D
18512,2070,8,80,XD
18513,2070,9,160,IMAX
18514,2070,10,180,2D
18515,2070,11,180,IMAX
18516,2071,1,80,2D
18517,2071,2,180,IMAX
18518,2071,3,140,2D
18519,2071,4,140,XD
18520,2071,5,160,2D
18521,2071,6,160,2D
18522,2071,7,120,3D
18523,2071,8,180,XD
18524,2071,9,80,2D
18525,2071,10,180,2D
18526,2072,1,180,2D
18527,2072,2,120,3D
18528,2072,3,100,2D
18529,2072,4,100,IMAX
18530,2072,5,120,2D
18531,2072,6,140,2D
18532,2072,7,80,2D
18533,2072,8,120,2D
18534,2072,9,100,2D
18535,2072,10,180,2D
18536,2073,1,80,2D
18537,2073,2,160,3D
18538,2073,3,80,XD
18539,2073,4,80,2D
18540,2073,5,160,2D
18541,2073,6,80,3D
18542,2073,7,140,3D
18543,2073,8,120,XD
18544,2073,9,160,IMAX
