id,nombre,ciudad,distrito,nro_salas
1283,Cine Tecnologías Castellana S.A.,Lugo,Ville,9
1284,Cine Restauración Pol S.A.,Cuenca,Ville,6
1285,Cine Comercializadora BZ S.A.,León,Ville,7
1286,Cine Comercializadora Castellana S.A.,Granada,Ville,11
1287,Cine Servicios Ramón y asociados S.L.U.,Sevilla,Ville,8
1288,Cine Suministros Castellana S.L.L.,Álava,Ville,8
1289,Cine Sanchez y asociados S.Com.,Lleida,Ville,11
1290,Cine Restauración Internacionales S.L.,Castellón,Ville,11
1291,Cine Comercializadora Española S.Coop.,Cantabria,Ville,11
1292,Cine Tecnologías ZAK S.A.,La Coruña,Ville,7
1293,Cine Comercial AJ S.A.,Sevilla,Ville,10
1294,Cine Fábrica Ricart & Asociados S.A.D,Guadalajara,Ville,9
1295,Cine Canals y Canales S.Coop.,Guadalajara,Ville,6
1296,Cine Soluciones Armengol S.Coop.,Santa Cruz de Tenerife,Ville,8
1297,Cine Osvaldo Alcántara Molins S.A.,Barcelona,Ville,10
1298,Cine Supermercados Olmedo y asociados S.Com.,Burgos,Ville,6
1299,Cine Soluciones DQS S.L.,Castellón,Ville,9
1300,Cine Esther Vilalta Pardo S.Coop.,Tarragona,Ville,8
1301,Cine Familia Pozo S.L.,Girona,Ville,8
1302,Cine Inversiones OORH S.A.,Santa Cruz de Tenerife,Ville,6
1303,Cine Finanzas Pera & Asociados S.A.,Álava,Ville,6
1304,Cine Comercializadora COGF S.L.L.,Baleares,Ville,10
1305,Cine Familia Garmendia S.Coop.,Castellón,Ville,12
1306,Cine Desarrollo SRWG S.A.,Palencia,Ville,11
1307,Cine Compañía LVWF S.L.L.,León,Ville,12
1308,Cine Cebrián Marín Revilla S.A.U,Zamora,Ville,6
1309,Cine Pulido y Sureda S.Com.,Álava,Ville,8
1310,Cine Jordana Fernandez Ortega S.A.D,Teruel,Ville,7
1311,Cine Industrias XUU S.Com.,Guadalajara,Ville,12
1312,Cine Compañía Segovia & Asociados S.Com.,Madrid,Ville,10
1313,Cine Desarrollo RAHW S.Coop.,Las Palmas,Ville,8
1314,Cine Gutierrez y asociados S.L.,Lleida,Ville,7
1315,Cine Industrias Globales S.A.,Valladolid,Ville,9
1316,Cine Ortuño y Valera S.Com.,Las Palmas,Ville,10
1317,Cine Construcción Castellana S.A.,Murcia,Ville,6
1318,Cine Familia Rojas S.Com.,Ourense,Ville,9
1319,Cine Minería Losada y asociados S.Com.,Teruel,Ville,11
1320,Cine Llamas y Yáñez S.A.,Navarra,Ville,6
1321,Cine Uribe & Asociados S.L.N.E,Soria,Ville,10
1322,Cine Portillo y Carranza S.L.U.,La Rioja,Ville,10
1323,Cine Despacho JA S.L.,Navarra,Ville,9
1324,Cine Supermercados del Sur S.L.,Pontevedra,Ville,7
1325,Cine Transportes del Mediterráneo S.A.,Baleares,Ville,12
1326,Cine Grupo Redondo S.L.,Córdoba,Ville,10
1327,Cine Instalaciones Quirós S.A.,Lugo,Ville,7
1328,Cine Hnos Castellanos S.A.,Segovia,Ville,7
1329,Cine Alcaraz y asociados S.L.,Sevilla,Ville,10
1330,Cine Finanzas Bernad S.L.,Huelva,Ville,8
1331,Cine Rodrigo Roman Marín S.A.,León,Ville,9
1332,Cine Logística Izquierdo y asociados S.Coop.,La Coruña,Ville,8
1333,Cine Distribuciones NQ S.A.,Córdoba,Ville,12
1334,Cine Construcción Enríquez S.L.L.,Castellón,Ville,12
1335,Cine Méndez & Asociados S.Com.,Segovia,Ville,10
1336,Cine Hnos Araujo S.C.P,Toledo,Ville,7
1337,Cine Albero y Revilla S.L.,Lugo,Ville,10
1338,Cine Hotel Integrales S.Com.,Tarragona,Ville,12
1339,Cine Casals & Asociados S.A.,Madrid,Ville,10
1340,Cine Peñas & Asociados S.Com.,Guipúzcoa,Ville,10
1341,Cine Restauración Romeu y asociados S.L.L.,Tarragona,Ville,12
1342,Cine Tecnologías Agudo S.L.N.E,Melilla,Ville,9
1343,Cine Consultoría Cid & Asociados S.A.,Ceuta,Ville,10
1344,Cine Jafet Saez Almazán S.Coop.,Lugo,Ville,8
1345,Cine Manufacturas Montesinos S.L.,Melilla,Ville,11
1346,Cine Nicanor Meléndez Samper S.L.N.E,Castellón,Ville,12
1347,Cine Fábrica Cardona S.A.,Girona,Ville,6
1348,Cine Logística Pintor y asociados S.L.N.E,Salamanca,Ville,11
1349,Cine Hermanos Santamaria S.Com.,Navarra,Ville,11
1350,Cine Hermanos Lerma S.Com.,La Rioja,Ville,6
1351,Cine Hnos Mata S.Com.,Valencia,Ville,7
1352,Cine Familia Pinto S.Coop.,Soria,Ville,10
1353,Cine Infraestructuras OKAY S.Com.,Palencia,Ville,6
1354,Cine Familia Villalba S.A.,Melilla,Ville,7
1355,Cine Espada y Riera S.L.N.E,Zaragoza,Ville,12
1356,Cine Infraestructuras Pinto & Asociados S.A.T.,Huesca,Ville,8
1357,Cine Goñi y Garcés S.L.,Álava,Ville,8
1358,Cine Nicolasa Castejón Ojeda S.A.,Huelva,Ville,11
1359,Cine Lucas y asociados S.Coop.,Salamanca,Ville,11
1360,Cine Agullo y Bernat S.Coop.,Huesca,Ville,8
1361,Cine Suministros Conesa y asociados S.Com.,Zamora,Ville,8
1362,Cine Arroyo y Oliva S.Com.,Santa Cruz de Tenerife,Ville,7
1363,Cine Construcción Avanzadas S.A.,Zamora,Ville,8
1364,Cine Lina Revilla Valverde S.Com.,Asturias,Ville,9
1365,Cine Minería Reina S.C.P,León,Ville,7
1366,Cine Suministros TJZM S.Coop.,Badajoz,Ville,11
1367,Cine Hnos Millán S.Coop.,Vizcaya,Ville,8
1368,Cine Tecnologías del Mediterráneo S.L.L.,Cuenca,Ville,11
1369,Cine Inocencio Sandoval Plana S.A.D,Cuenca,Ville,10
1370,Cine Despacho Castellana S.C.P,Albacete,Ville,7
1371,Cine Natanael Vilaplana Feijoo S.L.L.,Valladolid,Ville,11
1372,Cine Ignacio Aller Rico S.L.L.,Soria,Ville,6
1373,Cine Minería Font S.L.,Zamora,Ville,6
1374,Cine Grupo Carbajo S.L.N.E,Barcelona,Ville,11
1375,Cine Porta & Asociados S.Coop.,Badajoz,Ville,6
1376,Cine Hnos Casal S.C.P,Guipúzcoa,Ville,10
1377,Cine Blanes y Vergara S.Coop.,Asturias,Ville,10
1378,Cine Compañía RJIJ S.Com.,Toledo,Ville,11
1379,Cine Supermercados Santiago S.L.,Palencia,Ville,10
1380,Cine Grupo Calvo S.Coop.,Pontevedra,Ville,12
1381,Cine Ascensión Suárez Torrijos S.A.,La Rioja,Ville,8
1382,Cine Abellán y asociados S.Com.,Asturias,Ville,7
1383,Cine Cózar y Molina S.Coop.,Pontevedra,Ville,12
1384,Cine Desarrollo TYBY S.A.,Córdoba,Ville,8
1385,Cine Logística Acero & Asociados S.Com.,Tarragona,Ville,6
1386,Cine Benito & Asociados S.Coop.,Huesca,Ville,8
1387,Cine Manufacturas Olivera S.L.L.,Huelva,Ville,6
1388,Cine Chacón y Español S.C.P,Almería,Ville,12
1389,Cine Farmaceútica AMZ S.A.,Albacete,Ville,12
1390,Cine Carmelo Azorin Pablo S.Com.,Baleares,Ville,9
1391,Cine Familia Delgado S.C.P,Segovia,Ville,9
1392,Cine Compañía Carrera & Asociados S.Coop.,La Rioja,Ville,6
1393,Cine Logística Sedano S.Coop.,Huelva,Ville,8
1394,Cine Servicios Alemán & Asociados S.Com.,Badajoz,Ville,7
1395,Cine Comercializadora Gonzalo y asociados S.A.U,Cantabria,Ville,8
1396,Cine Amílcar Soto Mas S.L.N.E,La Coruña,Ville,12
1397,Cine Juanita Arenas Macías S.A.,Teruel,Ville,8
1398,Cine Familia Arco S.A.T.,Jaén,Ville,6
1399,Cine Comercializadora Font S.L.,Castellón,Ville,7
1400,Cine Tejero y Sanchez S.L.,Zamora,Ville,6
1401,Cine Graciela Orozco Villegas S.Com.,Lugo,Ville,8
1402,Cine Banco Iberia S.L.N.E,Álava,Ville,7
1403,Cine Banca Privada Iberia S.Coop.,Soria,Ville,8
1404,Cine Botella & Asociados S.Coop.,Segovia,Ville,8
1405,Cine Noa Maldonado Vélez S.Com.,Zaragoza,Ville,11
1406,Cine Inversiones del Noroeste S.Coop.,Segovia,Ville,11
1407,Cine Soluciones Españolas S.A.,Salamanca,Ville,7
1408,Cine Manufacturas Barragán S.Com.,Santa Cruz de Tenerife,Ville,7
1409,Cine Finanzas DU S.L.,Córdoba,Ville,10
1410,Cine Instalaciones Pont S.L.L.,Burgos,Ville,7
1411,Cine Promociones Agudo S.Com.,Cuenca,Ville,12
1412,Cine Tecnologías Montaña S.A.U,Segovia,Ville,6
1413,Cine Fuertes y Expósito S.A.T.,Valladolid,Ville,10
1414,Cine Compañía Ibéricos S.Com.,Lleida,Ville,12
1415,Cine Hnos Vara S.Coop.,Las Palmas,Ville,10
1416,Cine Industrias Santamaría S.L.L.,Las Palmas,Ville,7
1417,Cine Logística del Levante S.C.P,Cantabria,Ville,8
1418,Cine Supermercados Garcés S.L.,Zaragoza,Ville,10
1419,Cine Cámara y Alemany S.L.,Ourense,Ville,10
1420,Cine Transportes Larrea y asociados S.Coop.,Cuenca,Ville,10
1421,Cine Instalaciones Montero S.A.,Sevilla,Ville,10
1422,Cine Instalaciones Ibérica S.L.N.E,Jaén,Ville,8
1423,Cine Viñas y asociados S.A.U,Alicante,Ville,7
1424,Cine René Galan Múñiz S.L.,Ceuta,Ville,7
1425,Cine Comercializadora YXOH S.L.,Tarragona,Ville,9
1426,Cine Fábrica CL S.A.,Jaén,Ville,11
1427,Cine Inmaculada Santamaria Valero S.L.N.E,Álava,Ville,11
1428,Cine Hotel LZ S.Coop.,Badajoz,Ville,11
1429,Cine Perales & Asociados S.L.,Baleares,Ville,8
1430,Cine Promociones Salcedo S.Com.,Teruel,Ville,8
1431,Cine Instalaciones Arias & Asociados S.Coop.,Guadalajara,Ville,12
1432,Cine Pedraza y Alvarez S.Coop.,Almería,Ville,6
1433,Cine Palomo & Asociados S.A.,Ávila,Ville,8
1434,Cine Minería Soriano S.Coop.,Almería,Ville,9
1435,Cine Farmaceútica Barreda y asociados S.L.N.E,Salamanca,Ville,7
1436,Cine Farmaceútica Moya y asociados S.A.T.,La Rioja,Ville,9
1437,Cine Gomis y Ángel S.L.,Badajoz,Ville,6
1438,Cine Farmaceútica ZEQ S.L.N.E,Navarra,Ville,12
1439,Cine Comercializadora Losada y asociados S.L.,Huelva,Ville,6
1440,Cine Olivares & Asociados S.L.L.,Salamanca,Ville,8
1441,Cine Grupo Bas S.Coop.,Ourense,Ville,12
1442,Cine Carina Infante Villalba S.L.L.,Salamanca,Ville,12
1443,Cine Comercial Inteligentes S.A.,Cáceres,Ville,7
1444,Cine Tecnologías ACO S.L.N.E,Granada,Ville,8
1445,Cine Grupo Ríos S.Coop.,Barcelona,Ville,8
1446,Cine Alfaro y Figuerola S.A.,Melilla,Ville,10
1447,Cine Familia Checa S.L.,Álava,Ville,8
1448,Cine Falcó y Pombo S.A.T.,Lleida,Ville,6
1449,Cine Infraestructuras Internacionales S.A.,Cantabria,Ville,11
1450,Cine Farmaceútica Agustí S.L.,Ourense,Ville,12
1451,Cine Reinaldo Díaz Vaquero S.Com.,Cáceres,Ville,11
1452,Cine Roselló y Duarte S.Coop.,Sevilla,Ville,6
1453,Cine Finanzas Cid S.L.N.E,Jaén,Ville,10
1454,Cine Infraestructuras Integrales S.A.,Melilla,Ville,9
1455,Cine Vaquero y asociados S.A.,Ceuta,Ville,11
1456,Cine Suministros del Levante S.Com.,Girona,Ville,7
1457,Cine Suministros OD S.A.,La Coruña,Ville,12
1458,Cine Infraestructuras BDLZ S.L.L.,Ceuta,Ville,6
1459,Cine Marquez y Romero S.A.,Ceuta,Ville,8
1460,Cine Servicios Font y asociados S.Coop.,Ciudad,Ville,8
1461,Cine Pareja y asociados S.Com.,Cuenca,Ville,6
1462,Cine Fábregas & Asociados S.L.,Asturias,Ville,11
1463,Cine Despacho del Noroeste S.Coop.,Sevilla,Ville,9
1464,Cine Familia Calleja S.L.N.E,Segovia,Ville,11
1465,Cine Hnos Baños S.Com.,Cádiz,Ville,11
1466,Cine Salazar y asociados S.L.,Cádiz,Ville,8
1467,Cine Sergio Cabanillas Villena S.A.,Huesca,Ville,10
1468,Cine Carla Miguel Cuadrado S.A.,Cáceres,Ville,6
1469,Cine Marcos Villena Girón S.Com.,Vizcaya,Ville,10
1470,Cine Talleres Pérez & Asociados S.C.P,La Coruña,Ville,12
1471,Cine Banco del Sur S.Com.,Burgos,Ville,12
1472,Cine Valdés & Asociados S.A.,Granada,Ville,7
1473,Cine Paniagua y Arcos S.Com.,Cádiz,Ville,9
1474,Cine Hnos Tejada S.Com.,Burgos,Ville,7
1475,Cine Grupo Santos S.Coop.,Guipúzcoa,Ville,6
1476,Cine Banca Privada Ibérica S.A.,Teruel,Ville,7
1477,Cine Patricia Arnaiz Murillo S.Com.,Jaén,Ville,9
1478,Cine Construcción PZD S.Com.,Cantabria,Ville,6
1479,Cine Hotel Machado y asociados S.L.,Ourense,Ville,6
1480,Cine Calderón y Figueras S.Com.,Tarragona,Ville,7
1481,Cine Transportes XKSX S.Coop.,Cádiz,Ville,9
1482,Cine Comercializadora Ibéricos S.L.,Barcelona,Ville,10
1483,Cine Iglesias y asociados S.Com.,Badajoz,Ville,12
1484,Cine Frutos & Asociados S.A.,Tarragona,Ville,8
1485,Cine Manufacturas Castellana S.A.,Salamanca,Ville,8
1486,Cine Inversiones OATN S.L.,Cantabria,Ville,10
1487,Cine Familia Varela S.C.P,Huesca,Ville,8
1488,Cine Instalaciones Gimeno y asociados S.L.,Alicante,Ville,7
1489,Cine Murillo & Asociados S.Com.,Teruel,Ville,6
1490,Cine Rivera y Royo S.A.,Salamanca,Ville,8
1491,Cine Instalaciones Ibañez y asociados S.L.L.,Málaga,Ville,12
1492,Cine Olga Pizarro Sales S.Com.,La Rioja,Ville,8
1493,Cine Tecnologías SNVZ S.Coop.,Cuenca,Ville,10
1494,Cine Alimentación del Sur S.Coop.,Málaga,Ville,12
1495,Cine Charo Mascaró Barba S.C.P,Segovia,Ville,6
1496,Cine Manufacturas del Mediterráneo S.L.,León,Ville,11
1497,Cine Instalaciones Castellana S.Coop.,Baleares,Ville,12
1498,Cine Hermanos Delgado S.L.,Guadalajara,Ville,7
1499,Cine Logística Lledó S.Coop.,Huesca,Ville,6
1500,Cine Hnos Morera S.L.N.E,La Rioja,Ville,6
1501,Cine Banco Caballero y asociados S.Coop.,Almería,Ville,9
1502,Cine Cuadrado y Rivera S.Com.,Valencia,Ville,6
1503,Cine Hermanos Escolano S.Com.,Cantabria,Ville,10
1504,Cine Familia Paredes S.Com.,León,Ville,6
1505,Cine Hotel Carbajo & Asociados S.L.U.,Almería,Ville,10
1506,Cine Farmaceútica Azorin y asociados S.Com.,La Coruña,Ville,8
1507,Cine Banco Mendizábal S.A.U,La Rioja,Ville,6
1508,Cine Compañía MJO S.Com.,Burgos,Ville,6
1509,Cine Prada y Alcalde S.Coop.,Segovia,Ville,6
1510,Cine Logística YH S.L.N.E,Segovia,Ville,7
1511,Cine Comercial del Sur S.Coop.,Las Palmas,Ville,6
1512,Cine Familia Méndez S.L.N.E,Zaragoza,Ville,12
1513,Cine Botella y Fonseca S.L.L.,Huesca,Ville,10
1514,Cine Tecnologías Uriarte y asociados S.A.D,Palencia,Ville,8
1515,Cine Rey y asociados S.A.U,Ávila,Ville,6
1516,Cine Zaragoza y asociados S.L.,Cantabria,Ville,6
1517,Cine Estevez y asociados S.A.U,Ourense,Ville,6
1518,Cine Farmaceútica Lago S.Coop.,Soria,Ville,11
1519,Cine Consultoría Bárcena y asociados S.L.N.E,Córdoba,Ville,7
1520,Cine Restauración Internacionales S.L.,León,Ville,12
1521,Cine Aguiló & Asociados S.L.N.E,Granada,Ville,8
1522,Cine Salazar y Cañizares S.L.,Cantabria,Ville,9
1523,Cine Transportes Ferrando S.A.T.,Castellón,Ville,7
1524,Cine Desarrollo Aller y asociados S.L.L.,Ourense,Ville,6
1525,Cine Restauración PF S.L.,Tarragona,Ville,8
1526,Cine Hnos Maestre S.L.N.E,Pontevedra,Ville,8
1527,Cine Hnos Vara S.L.U.,Soria,Ville,9
1528,Cine Fábrica UV S.L.N.E,Ourense,Ville,10
1529,Cine Gargallo y asociados S.Coop.,Melilla,Ville,8
1530,Cine Familia Osuna S.L.,Sevilla,Ville,12
1531,Cine Farmaceútica Crespi S.C.P,Toledo,Ville,6
1532,Cine Minería Sabater & Asociados S.Coop.,Álava,Ville,8
1533,Cine Lisandro Bravo Acero S.A.D,La Rioja,Ville,11
1534,Cine Construcción del Mediterráneo S.Coop.,Las Palmas,Ville,8
1535,Cine Finanzas Robledo S.L.L.,Guipúzcoa,Ville,6
1536,Cine Laguna y Conesa S.Coop.,Santa Cruz de Tenerife,Ville,10
1537,Cine Instalaciones Tormo & Asociados S.Com.,Guadalajara,Ville,12
1538,Cine Tecnologías Iberia S.L.L.,Cantabria,Ville,11
1539,Cine Grupo Ros S.L.,Alicante,Ville,12
1540,Cine Clavero & Asociados S.L.,Córdoba,Ville,7
1541,Cine Banco Reguera & Asociados S.Com.,Ourense,Ville,10
1542,Cine Desarrollo TWAC S.A.,Ourense,Ville,10
1543,Cine Amado Nicolás Cases S.L.N.E,Teruel,Ville,12
1544,Cine Construcción IN S.Com.,Soria,Ville,12
1545,Cine Transportes del Noroeste S.Coop.,Navarra,Ville,9
1546,Cine Finanzas Palomares y asociados S.A.,Guipúzcoa,Ville,12
1547,Cine Finanzas Internacionales S.L.,Cuenca,Ville,10
1548,Cine Hermanos Barrios S.L.N.E,Almería,Ville,7
1549,Cine Restauración Murillo S.L.,Huesca,Ville,6
1550,Cine Minería IB S.Com.,Cádiz,Ville,9
1551,Cine Hermanos Merino S.A.,Baleares,Ville,10
1552,Cine Banca Privada Rivas S.A.,Málaga,Ville,8
1553,Cine Grupo Adán S.L.,Almería,Ville,9
1554,Cine Aarón Suárez Chacón S.A.D,Castellón,Ville,11
1555,Cine Hnos Barroso S.L.,Valencia,Ville,10
1556,Cine Talleres Blasco y asociados S.A.T.,Palencia,Ville,12
1557,Cine Monreal y Rosselló S.A.,Murcia,Ville,11
1558,Cine Infraestructuras YNAG S.Coop.,Castellón,Ville,10
1559,Cine Inmobiliaria Inteligentes S.Coop.,Zaragoza,Ville,10
1560,Cine Grupo Barberá S.Coop.,Murcia,Ville,9
1561,Cine Llabrés y Baró S.A.,Baleares,Ville,12
1562,Cine Grupo Nevado S.C.P,Granada,Ville,12
1563,Cine Maristela Arnal Torrijos S.L.,Cuenca,Ville,8
1564,Cine Iniesta & Asociados S.L.N.E,Alicante,Ville,10
1565,Cine Servicios Marcos & Asociados S.Com.,Cuenca,Ville,8
1566,Cine Desarrollo IVT S.Coop.,Castellón,Ville,12
1567,Cine Inversiones Doménech S.A.,Segovia,Ville,6
1568,Cine Hermanos Ribera S.Coop.,Vizcaya,Ville,6
1569,Cine Martín y Corominas S.Com.,Huelva,Ville,12
1570,Cine Infraestructuras Quintanilla & Asociados S.Com.,Murcia,Ville,10
1571,Cine Distribuciones del Levante S.A.,Lleida,Ville,8
1572,Cine Narcisa Miró Ros S.Coop.,Ávila,Ville,7
1573,Cine Bernad & Asociados S.A.D,Burgos,Ville,9
1574,Cine Piñol y asociados S.L.N.E,Lugo,Ville,11
1575,Cine Transportes Miranda & Asociados S.A.,Ceuta,Ville,9
1576,Cine Hermanos Contreras S.L.,Zaragoza,Ville,10
1577,Cine Grupo Cases S.Coop.,Ávila,Ville,6
1578,Cine Instalaciones Borrego S.Com.,Sevilla,Ville,11
1579,Cine Inmobiliaria Solera y asociados S.A.,Albacete,Ville,6
1580,Cine Finanzas SBW S.Com.,Las Palmas,Ville,9
1581,Cine Hotel Canals & Asociados S.L.,Burgos,Ville,8
1582,Cine Distribuciones Cuadrado S.Coop.,Zaragoza,Ville,8
1583,Cine Padilla y asociados S.L.,Sevilla,Ville,8
1584,Cine Logística ZIP S.L.,Soria,Ville,11
1585,Cine Llorens y asociados S.Com.,Cáceres,Ville,9
1586,Cine Industrias UYCO S.Coop.,Madrid,Ville,9
1587,Cine Emilio Armas Fuentes S.Coop.,Zaragoza,Ville,7
1588,Cine Reyes Soriano Amigó S.A.,Asturias,Ville,8
1589,Cine Fábrica Martí y asociados S.L.U.,Almería,Ville,9
1590,Cine Supermercados OJ S.Coop.,Lleida,Ville,9
1591,Cine Comercial Guerra y asociados S.Com.,Vizcaya,Ville,10
1592,Cine Industrias Reig & Asociados S.Coop.,Jaén,Ville,8
1593,Cine Anunciación Montserrat Coello S.L.,Granada,Ville,6
1594,Cine José Manuel Menendez Ríos S.L.U.,Castellón,Ville,11
1595,Cine Manufacturas Torre y asociados S.Com.,Melilla,Ville,11
1596,Cine Marqués y Bermudez S.A.,Madrid,Ville,11
1597,Cine Adelia Lorenzo Porras S.Coop.,Huesca,Ville,12
1598,Cine Construcción Ibéricos S.L.N.E,Valladolid,Ville,9
1599,Cine Adadia y asociados S.A.,Girona,Ville,7
1600,Cine Minería Ferrández S.L.,Ciudad,Ville,11
1601,Cine Inversiones Rubio S.L.L.,Melilla,Ville,6
1602,Cine Consultoría Fernández y asociados S.L.L.,Santa Cruz de Tenerife,Ville,7
1603,Cine Sandoval y Landa S.L.,Almería,Ville,7
1604,Cine Morante y asociados S.L.,Ciudad,Ville,8
1605,Cine Distribuciones Globales S.A.,Toledo,Ville,12
1606,Cine Aurora Valle Vazquez S.L.N.E,Jaén,Ville,6
1607,Cine Inversiones Arévalo & Asociados S.Coop.,Melilla,Ville,6
1608,Cine Grupo Arnaiz S.C.P,La Rioja,Ville,9
1609,Cine Compañía Sosa S.L.,Cuenca,Ville,11
1610,Cine Hnos Carreras S.Com.,Granada,Ville,8
1611,Cine Finanzas OD S.L.N.E,Teruel,Ville,7
1612,Cine Hermanos Roca S.A.,Guadalajara,Ville,8
1613,Cine Compañía Miranda y asociados S.L.,Ávila,Ville,6
1614,Cine Blázquez y Roma S.A.,Zaragoza,Ville,8
1615,Cine Tecnologías Casal S.C.P,Zamora,Ville,7
1616,Cine Inmobiliaria OW S.L.L.,Valladolid,Ville,7
1617,Cine Hermanos Saura S.L.,Tarragona,Ville,9
1618,Cine Banco Rodriguez S.L.L.,Valencia,Ville,7
1619,Cine Marta Iniesta Mancebo S.Coop.,Granada,Ville,6
1620,Cine Fuente & Asociados S.Com.,Valencia,Ville,9
1621,Cine Familia Jaume S.L.N.E,Málaga,Ville,9
1622,Cine Soledad Rivero Bejarano S.Coop.,Asturias,Ville,8
1623,Cine Ruano y Matas S.C.P,Pontevedra,Ville,7
1624,Cine Inmobiliaria Anaya S.Coop.,Castellón,Ville,7
1625,Cine Inmobiliaria Gras & Asociados S.L.N.E,Alicante,Ville,12
1626,Cine Hnos Trujillo S.L.N.E,Madrid,Ville,12
1627,Cine Amigó y Muro S.Coop.,Tarragona,Ville,10
1628,Cine Calzada y Giralt S.L.,Zaragoza,Ville,9
1629,Cine Supermercados Boix & Asociados S.A.,Alicante,Ville,9
1630,Cine Distribuciones GHWB S.L.L.,Tarragona,Ville,10
1631,Cine Infraestructuras ESA S.A.U,Alicante,Ville,10
1632,Cine Desarrollo Avanzadas S.Coop.,Cuenca,Ville,9
1633,Cine Fábrica Avanzadas S.Coop.,Zaragoza,Ville,6
1634,Cine Tecnologías Puente S.L.N.E,Segovia,Ville,7
1635,Cine Alimentación UG S.A.,Burgos,Ville,10
1636,Cine Régulo Rivero Lladó S.Com.,La Coruña,Ville,6
1637,Cine Hermanos Camps S.A.,Segovia,Ville,9
1638,Cine Sala y Barrio S.L.U.,La Rioja,Ville,6
1639,Cine Promociones VDS S.A.T.,La Rioja,Ville,10
1640,Cine Promociones Fuster S.Coop.,Valladolid,Ville,8
1641,Cine Comercializadora Madrid y asociados S.A.,Burgos,Ville,9
1642,Cine Planas y asociados S.L.U.,Ávila,Ville,6
1643,Cine Hermanos Carreño S.A.T.,Jaén,Ville,8
1644,Cine Comercializadora del Norte S.Com.,Ourense,Ville,8
1645,Cine Saldaña y asociados S.Coop.,Vizcaya,Ville,11
1646,Cine Sastre y Amor S.L.L.,Almería,Ville,9
1647,Cine Carrillo y Figueras S.A.,Zaragoza,Ville,12
1648,Cine Transportes CUA S.L.,Jaén,Ville,11
1649,Cine Hermanos Bautista S.L.,León,Ville,10
1650,Cine Hotel Globales S.L.N.E,Tarragona,Ville,10
1651,Cine Industrias Real & Asociados S.Com.,Navarra,Ville,9
1652,Cine Hermanos Godoy S.Coop.,Teruel,Ville,12
1653,Cine Sosimo Ortiz Bejarano S.A.,Segovia,Ville,6
1654,Cine Severino Bilbao Lozano S.A.,Asturias,Ville,9
1655,Cine Soluciones Ibéricos S.Com.,Ceuta,Ville,7
1656,Cine Bellido y Iborra S.L.N.E,Girona,Ville,9
1657,Cine Familia Chaparro S.Com.,Alicante,Ville,11
1658,Cine Hermanos Blázquez S.A.,La Coruña,Ville,12
1659,Cine Construcción Pinilla S.L.,Lleida,Ville,9
1660,Cine Suministros RB S.L.N.E,Las Palmas,Ville,11
1661,Cine Talleres del Norte S.Com.,Valladolid,Ville,10
1662,Cine Talleres Españolas S.Coop.,Zamora,Ville,9
1663,Cine Burgos & Asociados S.L.L.,Badajoz,Ville,7
1664,Cine Posada y Pol S.Com.,Girona,Ville,9
1665,Cine Manufacturas del Sur S.Coop.,Valencia,Ville,7
1666,Cine Bárcena y Tudela S.A.,Vizcaya,Ville,12
1667,Cine Comercializadora del Sur S.L.,Salamanca,Ville,11
1668,Cine Hermanos Herranz S.A.,Málaga,Ville,8
1669,Cine Talleres KV S.Com.,Ourense,Ville,7
1670,Cine Benjamín Lasa Molins S.Coop.,Jaén,Ville,7
1671,Cine Banco Ibéricos S.A.U,Cádiz,Ville,11
1672,Cine Hnos Garrido S.Com.,Soria,Ville,7
1673,Cine Canales & Asociados S.Com.,Almería,Ville,6
1674,Cine Consultoría Escobar & Asociados S.A.,Tarragona,Ville,8
1675,Cine Custodia Oller Silva S.L.,Baleares,Ville,11
1676,Cine Comercial Castellana S.L.N.E,Cádiz,Ville,8
1677,Cine Cano y Garmendia S.L.,Castellón,Ville,11
1678,Cine Despacho Solana S.A.T.,Asturias,Ville,12
1679,Cine Industrias Gual y asociados S.Com.,Ceuta,Ville,9
1680,Cine Familia Solé S.A.,Lugo,Ville,8
1681,Cine Familia Gallardo S.Coop.,Girona,Ville,7
1682,Cine Manufacturas CJ S.Coop.,Álava,Ville,11
1683,Cine Manufacturas XM S.L.,Asturias,Ville,12
1684,Cine Quevedo y Rosselló S.L.,Jaén,Ville,7
1685,Cine Minería Sanchez S.Com.,Córdoba,Ville,7
1686,Cine Infraestructuras Española S.L.,Asturias,Ville,12
1687,Cine Despacho Puig & Asociados S.Com.,Soria,Ville,12
1688,Cine Instalaciones Pavón S.Coop.,La Rioja,Ville,12
1689,Cine Fábrica BOJ S.A.,Castellón,Ville,6
1690,Cine Talleres Viana S.Com.,Córdoba,Ville,7
1691,Cine Talleres del Mediterráneo S.Coop.,Cáceres,Ville,10
1692,Cine Familia Bernal S.Com.,Zamora,Ville,11
1693,Cine Hermanos Luna S.Com.,Valladolid,Ville,9
1694,Cine Distribuciones PTVI S.C.P,Granada,Ville,8
1695,Cine Minería FXX S.L.,Huesca,Ville,12
1696,Cine Alimentación Manzanares S.L.U.,Cádiz,Ville,10
1697,Cine Restauración Estévez S.L.,Granada,Ville,7
1698,Cine Logística Duque S.L.,Badajoz,Ville,12
1699,Cine López y Blasco S.L.,Valencia,Ville,9
1700,Cine Consultoría Carbajo S.A.,Valencia,Ville,8
1701,Cine Desarrollo JX S.A.,Salamanca,Ville,12
